id,name_ja,name_en,name_zh_hant,name_zh_hans,name_th,name_ko,name_vi
1406,寄暢亭庭園,,,,สวนคิโจเท,키쵸테이 정원,
1407,内藤記念館庭園,,,,สวนพิพิธภัณฑ์อนุสรณ์ไนโต้,나이토 기념관 정원,
1408,福島県迎賓館庭園,,,,สวนเรือนรับรองแขกจังหวัดฟุกุชิมะ,후쿠오카현 영빈관 정원,
1409,天竜院庭園,,,,สวนเท็นริวอิน,텐류인 정원,
1410,福山市福寿会館庭園,,,,สวนหอประชุมฟุกุจุเมืองฟุคุยามะ,후쿠야마시 후쿠쥬 회관 정원,
1411,中島知久平邸庭園,,,,สวนคฤหาสน์ของนากาจิมะชิคุเฮ,나카지마 치쿠헤이 저택 정원,
1412,千葉大学園芸学部庭園,,,,สวนคณะพฤกษศาสตร์มหาวิทยาลัยชิบะ,치바 대학 원예학부 정원,
1413,旧堀田正倫別邸庭園,,,,สวนในเรือนแยกเก่าของฮตตะมาซาโทโมะ,구 홋타 저택 정원,
1414,根津美術館,,,,พิพิธภัณฑ์เนสึ,네즈 미술관,
1415,旧安田楠雄邸庭園,,,,สวนคฤหาสน์เก่าของยาซุดะคุซุโอะ,구 야스다 쿠스오 저택 정원,
1416,懐徳館庭園,,,,สวนไคโตคุคัง,카이토쿠칸 정원,
1417,椿山荘庭園,,,,สวนจินซันโซ,친잔소 정원,
1418,清澄庭園,kiyosumi garden,,,สวนคิโยซุมิ,키요스미 정원,vườn Kyosumi
1419,旧渋沢栄一邸庭園,,,,สวนคฤหาสน์เก่าของชิบุซาวะเออิจิ,구 시부사와 에이이치 저택 정원,
1420,山本亭庭園,,,,สวนยามาโมโตะเท,야마모토테이 정원,
1421,古稀庵庭園,,,,สวนโคคิอัง,코키안 정원,
1422,北方文化博物館庭園,,,,สวนพิพิธภัณฑ์วัฒนธรรมภาคเหนือ,홋포 분카 박물관 정원,
1423,教算坊庭園,,,,สวนเคียวซังโบ,쿄산보 정원,
1424,中田氏の庭園,,,,สวนของตระกูลนาคาดะ,나카타 씨 정원,
1425,東山荘庭園,,,,สวนโทซันโซ,토잔소 정원,
1426,清流亭庭園,,,,สวนเซริวเท,세이류테이 정원,
1427,爲三郎記念館庭園,,,,สวนหออนุสรณ์ทาเมซาบุโร่,타메자부로 기념관 정원,
1428,諸戸徳成邸庭園,,,,สวนคฤหาสน์โมโรโตะโทคุนาริ,모로토 토쿠나리 저택 정원,
1429,洛翠庭園,,,,สวนราคุซุย,라쿠스이 정원,
1430,長府庭園,chofu garden,,,สวนโจฟุ,쵸후 정원,vườn Chophu
1431,有隣荘庭園,,,,สวนยูรินโซ,유린소 정원,
1432,元町商店街,motomachi shipping street,,,ย่านร้านค้าโมโตมาจิ,모토마치 상점가,phố mua sắm Motomachi
1433,クイーンズスクエア横浜,queens square yokohama,,,ควีนสแควร์โยโกฮามา,퀸즈 스퀘어 요코하마,quảng trường Queens Yokohama
1434,港の見える丘公園,harbor view park,,,harbor view park,항구가 보이는 언덕 공원,công viên bến cảng
1435,三溪園,yokohama sankeien garden,,,สวนซังเคเอ็น,산케이엔,vườn Yokohama Sankeien
1436,北竜のひまわりの里,hokuryu sunflower village,,,หมู่บ้านดอกทานตะวันโฮคุเรียว,호쿠류 해바라기 마을,làng hoa hướng dương Hokuryu
1437,羊蹄山,mt. yotei,,,ภูเขาโยเท,요테이 산,núi Yotei
1438,昭和新山,mt. showashin,,,ภูเขาโชวะชิน,쇼와신 산,núi Showashin
1439,富良野のラベンダー畑,furano lavender fields,,,ทุ่งดอกลาเวนเดอร์ฟุราโนะ,후라노 라벤더 밭,cánh đồng hoa oải hương Furano
1440,カンカネ洞,kankane cave,,,ถ้ำคังคะเนะโด,칸카네 동굴,hang Kankane
1441,あぶくま洞,abukuma cave,,,ถ้ำอะบุคุมะโด,아부쿠마 동굴,hang Abukuma
1442,鳴沢氷穴,narusawa ice cave,,,ถ้ำน้ำแข็งนารุซาว่า,나루사와 얼음 동굴,hang băng Narusawa
1443,天窓洞,,,,ถ้ำเทนโซโด,텐소 동굴,
1444,飛騨大鍾乳洞,hida great limestone cave,,,ถ้ำหินปูนใหญ่ฮิดะ,히다 대종유동,hida hang đá vôi lớn
1445,浄土ケ浜,jodogahama beach,,,โจโดกะฮามะ,죠도가하마 해변,bãi biển Jodogahama
1446,水晶浜,suishohama beach,,,ซุยโชฮามะ,스이쇼하마 해변,bãi biển Suishoween
1447,百合ヶ浜,yurigahama beach,,,ยูริกะฮามะ,유리가하마 해변,bãi biển Yurigahama
1448,人津久海水浴場,,,,ชายหาดฮิโตสึคุ,히토츠쿠 해수욕장,
1449,ニシ浜ビーチ,nishihama beach,,,ชายหาดนิชิฮามะ,니시하마 해변,bãi biển Nishihama
1450,はての浜,hatenohama beach,,,ฮาเทโนะฮามะ,하테노하마 해변,bãi biển Hatenoween
1451,古宇利島,korijima islnad,,,เกาะโคอุริจิมะ,코우리 섬,đảo Korijima
1452,瀬底ビーチ,seseko beach,,,ชายหาดเซโซโกะ,세소코 해변,bãi biển Seseko
1453,糸島,itoshima,,,อิโตะชิม่า,이토시마,Itoshima
1454,能古島,nokonoshima,,,เกาะโนโกะโนะชิม่า,노코시마 섬,Nokonoshima
1455,呼子朝市,yobuko morning market,,,ตลาดเช้าโยบุโกะ,요부코 아침시장,chợ buổi sáng Yobuko
1456,肥前夢街道,ninja village hizenyumekaidou,,,ฮิเซ็นยูเมะไคโด,히젠유메카이도,làng ninja hizenyumekaidou
1457,吉野ヶ里,yoshinogari,,,สวนประวัติศาสตร์โยชิโนะกะริ,요시노가리,yoshinogari
1458,唐津城,karatsu castle,,,ปราสาทคาราสึ,카라츠 성,lâu đài Karatsu
1459,嬉野温泉,ureshino onsen,,,อุเรชิโนะออนเซ็น,우레시노 온천,Ureshino onsen
1460,くじゅう花公園,kuju flower park,,,สวนดอกไม้คุจู,쿠쥬 꽃 공원,công viên hoa Kuju
1461,九重夢大吊橋,kokonoe yume suspension bridge,,,สะพานแขวนโคโคโนะจูยูเมะ,고코노에 유메 오쓰리바시 현수교,cầu treo Kokonoe Yume
1462,由布院,yufuin onsen,,,ยูฟุอินออนเซ็น,유후인,Yufuin onsen
1463,別府温泉,beppu onsen,,,เบปปุออนเซ็น,벳푸 온천,Beppu onsen
1464,菊池渓谷,kikuchi gorge,,,หุบเขาคิคุจิ,기쿠치 계곡,hẻm núi Kikuchi
1465,角島大橋,tsunoshima bridge,,,สะพานสึโนะชิม่า,츠노시마 대교,cầu Tsunoshima
1466,巌流島,ganryu-jima,,,เกาะกังริวจิม่า,간류 섬,ganryu-jima
1467,亀老山展望公園,kirosan observatory park,,,อุทยานและหอสังเกตการณ์ภูเขาคิโร,키로 섬 전망공원,công viên đài quan sát Kirosan
1468,玉取崎,cape tamatori,,,แหลมทามะโทริซากิ,타마토리 곶,mũi tamatori
1469,立石寺,rissyakuji,,,วัดริชชะคุจิ,릿샤쿠지 절,Rissyakuji
1470,鏡山,mt. kagami,,,ภูเขาคากามิ,카가미야마 산,núi Kagami
1471,平安名崎灯台,hennasaki lighthouse,,,ประภาคารเฮนนะซากิ,헨나사키 등대,hải đăng Hennasaki
1472,新勝寺,naritasan shinshoji temple,,,วัดชินโชจิ,신쇼지 절,đền Shinitasoji Naritasan
1473,白谷雲水峡,shiratani unsuikyo ravine,,,หุบเขาชิราทานิอุนซุย,시라타니운스이 협곡,khe núi Shiratani unsuikyo
1474,永観堂,eikando,,,วัดเอคังโด,에이칸도,Eikando
1475,穴守稲荷神社,anamori inari shrine,,,ศาลเจ้าอะนะโมริอินาริ,아나모리 이나리 신사,điện thờ Anamori Inari
1476,神宮外苑いちょう並木,meijijingu gaien ginkgo avenue,,,ทางเดินต้นแปะก๊วยนอกศาลเจ้าเมจิ,메이지진구 가이엔 은행나무 가로수길,đường Meijijingu Gaien cây bạch quả
1477,天神橋筋商店街,tenjinbashi shopping street,,,ย่านร้านค้าเทนจินบาชิ,텐신바시스지 상점가,phố mua sắm Tenjinbashi
1478,万博記念公園,expo'70 commemorative park,,,สวนอนุสรณ์งานเอ็กซ์โป 70,만국박람회 기념공원,công viên kỷ niệm triển lãm ‘70
1479,蔵王キツネ村,zao fox village,,,หมูู่บ้านสุนัขจิ้งจอกซาโอะ,자오 여우마을,làng cáo Zao
1480,かっぱ橋道具街,kappabashi dougu street,,,ถนนขายของใช้กัปปะบาชิ,갓파바시 도구거리,phố Kappabashi Dougu
1481,岡山城,okayama castle,,,ปราสาทโอคายาม่า,오카야마 성,lâu đài Okayama
1482,神田明神,kanda myojin shrine,,,ศาลเจ้าคันดะ,칸다묘진 신사,điện thờ Kanda Myojin
1483,波除神社,namiyoke shrine,,,ศาลเจ้านามิโยเคะ,나미요케 신사,điện thờ Namiyoke
1484,赤城神社,akagi shrine,,,ศาลเจ้าอาคากิ,아카기 신사,điện thờ Akagi
1485,小網神社,koami shrine,,,ศาลเจ้าโคอามิ,코아미 신사,điện thờ Koami
1486,武蔵御嶽神社,musashi mitake shrine,,,ศาลเจ้ามุซาชิมิตาเกะ,무사시미타케 신사,điện thờ Musashi
1487,六本木横丁,roppongi yokocho,,,รปปงงิโยโกะโช,롯폰기 요코쵸,Roppongi Yokocho
1488,首都圏外郭放水路,metropolitan area outer underground discharge channel,,,ทางระบายน้ำนอกรอบเขตเมืองหลวง,수도권 외곽 방수로,khu vực đô thị bên ngoài kênh xả ngầm
1489,大仙陵古墳,daisen kofun,,,สุสานโบราณไดเซ็นเรียว,다이센 고분,Daisen Kofun
1490,祖谷渓,iya valley,,,หุบเขาอิยะ,이야 계곡,thung lũng Iya
1491,種子島宇宙センター,tanegashima space center,,,ศูนย์อวกาศทาเนะงาชิมะ,타네가시마 우주 센터,trung tâm không gian Tanegashima
1492,御釜,okama crater,,,โอคามะ,오카마 분화구,miệng núi lửa Okama
1493,鬼押出し園,onioshidashi park,,,สวนโอนิโอชิดาชิ,오니오시다시 공원,công viên Onioshidashi
1494,千畳敷カール,senjojiki cirque,,,วงแหวนเซนโจจิกิ,센죠지키 카르,vùng đất trũng Senjojiki
1495,三仏寺,sanbutsuji,,,วัดซันบุทสึ,산부츠지 절,Sanbutsuji
1496,大歩危峡,oboke gorge,,,ช่องเขาโอโบเคะ,오보케 협곡,hẻm núi Oboke
1497,原尻の滝,harajiri falls,,,น้ำตกฮาราจิริ,하라지리 폭포,thác Harajiri
1498,トーフ岩,,,,หินโทฟุอิวะ,두부바위,
1499,奥日立きららの里,okuhitachi kirara no sato,,,โอะคุฮิตาจิคิระระโนะซาโตะ,오쿠히타치 키라라노사토,Okuhitachi Kirara No Sato
1500,花貫渓谷,hananuki valley,,,หุบเขาฮานะนุคิ,하나누키 계곡,thung lũng Hananuki
1501,いろは坂,irohazaka,,,เนินอิโระฮะ,이로하자카 언덕길,Irohazaka
1502,那須岳,mt. nasu,,,ภูเขานาสึ,나스 산,núi Nasu
1503,元渕江公園,motofuchie park,,,สวนสาธารณะโมโตะฟุจิเอะ,모토후치에 공원,công viên Motofuchie
1504,上千葉砂原公園,kamichiba sunahara park,,,สวนสาธารณะคามิชิบะซุนาฮาระ,카미치바 스나하라 공원,công viên Sunamara Kamichiba
1505,碑文谷公園,himonya park,,,สวนสาธารณะฮิมอนยะ,히몬야 공원,công viên Himonya
1506,羽村市動物公園,hamura zoo,,,สวนสัตว์โฮมุระ,하무라시 동물공원,sở thú Hamura
1507,国営昭和記念公園,showa kinen park,,,สวนสาธารณะโชวะ,국영 쇼와 기념공원,công viên Showa Kinen
1508,強羅公園,gora park,,,สวนสาธารณะโกระ,고라 공원,công viên Gora
1509,グリンピア牧之原,grinpia maki no hara,,,สวนใบชากรินเปีย,그린피아 마키노하라,Grinpia Maki No Hara
1510,黒根岩温泉,,,,คุโรเนะอิวะออนเซ็น,쿠로네이와 온천,
1511,大室山,mt. omuro,,,ภููเขาโอมุโระ,오무로 산,núi Omuro
1512,法金剛院,hokongoin temple,,,วัดโฮคงโกอิน,호콘고인 절,đền Hokongoin
1513,三室戸寺,mimurotoji temple,,,วัดมิมุโรโตะ,미무로토지 절,đền Mimurotoji
1514,吉野山,mt. yoshino,,,ภูเขาโยชิโนะ,요시노 산,núi Yoshino
1515,播州山崎花菖蒲園,banshu yamasaki iris garden,,,สวนไอริสบันชูยามาซากิ,반슈 야마사키 붓꽃원,vườn Banshu Yamasaki Iris
1516,仙酔峡,sensui valley,,,หุบเขาเซนซุย,센스이 협곡,thung lũng Sensui
1517,桜橋,sakurabashi bridge,,,สะพานซากุระบาชิ,사쿠라바시 다리,cầu Sakurabashi
1518,八丈小島,hachijo island,,,เกาะฮาชิโจโคจิม่า,하치조코지마 섬,đảo Hachijo
1519,北温泉,kita onsen,,,คิตะออนเซ็น,키타 온천,Kita onsen
1520,ファーム富田,farm tomita,,,ฟาร์มโทมิตะ,팜 토미타,trang trại Tomita
1521,花見山,mt. hanami,,,ภูเขาฮานามิยามะ,하나미 산,núi Hanami
1522,尾瀬ヶ原,oze marshland,,,โอเสะกะฮาระ,오제가하라,đầm lầy Oze
1523,根津神社,nezu shrine,,,ศาลเจ้าเนสึ,네즈 신사,điện thờ Nezu
1524,笛吹市,fuefuki,,,ฟุเอฟุคิ,후에후키시,Fuefuki
1525,小田原城,odawara castle,,,ปราสาทโอดะวาระ,오다와라 성,lâu đài Odawara
1526,白鳥庭園,shirotori garden,,,สวนชิโรโทริ,시로토리 정원,vườn Shirotori
1527,大須観音,osu kanon temple,,,วัดโอซุคันนน,오스 관음,đền Osu Kanon
1528,徳川園,tokugawa garden,,,สวนโทคุกาว่า,도쿠가와엔,vườn Tokugawa
1529,有楽苑,urakuen garden,,,สวนอุราคุเอ็น,유라쿠엔,vườn Urakuen
1530,道明寺天満宮,domyoji tenmangu shrine,,,ศาลเจ้าโดเมียวจิเทนมังกู,도묘지 텐만구 신사,điện thờ Domyoji Tenmangu
1531,御津自然観察公園,minabe nature park,,,สวนสาธารณะมิสึจิเซ็นคังซัทสึ,미츠 자연 관찰 공원,công viên thiên nhiên Minabe
1532,城南宮,jonangu shrine,,,ศาลเจ้าโจนันกู,죠난구 신사,điện thờ Jonangu
1533,南部梅林,minabe plum forest,,,ป่าบ๊วยนันบุ,미나베 매화나무숲,rừng mận Minabe
1534,彦根城,hikone castle,,,ปราสาทฮิโคเนะ,히코네 성,lâu đài Hikone
1535,下栗の郷,,,,หมู่บ้านชิโมกุริ,시모구리노사토,
1536,白馬岳,mt shirouma,,,ภูเขาชิโรอุมะ,시로우마다케,núi Shirouma
1537,赤目四十八滝,akame 48 falls,,,น้ำตกอาคาเมะ48,아카메 48 폭포,thác Akame 48
1538,青島,akashima island,,,เกาะอาโอชิม่า,아오시마 섬,đảo Akashima
1539,豪徳寺,gotokuji temple,,,วัดโกโทคุจิ,고토쿠지 절,đền Gotokuji
1540,代々木公園,yoyogi park,代代木公園,代代木公园,สวนโยโยกิ,요요기 공원,công viên Yoyogi
1541,秋川渓谷,akigawa valley,,,หุบเขาอากิกาวะ,아키가와 계곡,thung lũng Akigawa
1542,養老渓谷,yoro valley,,,หุบเขาโยโรเคโคคุ,요로 계곡,thung lũng Yoro
1543,長瀞,nagatoro,,,นากาโทโระ,나가토로,Nagatoro
1544,大池寺,daichiji temple,,,วัดไดชิจิ,다이치지 절,đền Daichiji
1545,天龍寺,tenryuji temple,,,วัดเท็นริวจิ,텐류지 절,đền Tenryuji
1546,西方寺,saihoji temple,,,วัดไซโฮจิ,사이호지 절,chùa Saihoji
1547,圓通寺,entsuji temple,,,วัดเอ็นซือจิ,엔츠지 절,đền Entsuji
1548,岡山後楽園,okayama korakuen,,,สวนโอคายาม่าโคราคุเอ็น,오카야마 코라쿠엔,Okayama Korakuen
1549,藻岩山,mt. moiwa,,,ภูเขาโมอิวะ,모이와 산,núi Moiwa
1550,豊平峡温泉,hoheikyo onsen,,,โฮเฮเคียวออนเซ็น,호헤이쿄 온천,Hoheikyo onsen
1551,モエレ沼公園,moerenuma park,,,สวนโมเอเระนุมะ,모에레누마 공원,công viên Moerenuma
1552,金刀比羅神社,konpira shrine,,,ศาลเจ้าโคโตฮิระ,코토히라 신사,điện thờ Konpira
1553,姥神大神宮,ubagami shrine,,,ศาลเจ้าอุบะกะมิ,우바가미 다이진구 신사,điện thờ Ubagami
1554,層雲峡温泉,sounkyo onsen,,,โซอุนเคียวออนเซ็น,소운쿄 온천,Sounkyo onsen
1555,中町こみせ通り,nakamachi komise street,,,ถนนนาคามิจิโคะมิเสะ,나카마치 코미세 거리,phố Kakamachi có các cửa hàng nhỏ
1556,遠野ふるさと村,tono furusato village,,,หมู่บ้านโทโนะฟุรุซาโตะ,토노후루사토무라,làng Tono Furusato
1557,みなかみ,minakami,,,มินาคามิ,미나카미,Minakami
1558,上高地,kamikochi,,,คามิโคจิ,카미코치,Kamikochi
1559,吉野川,yoshino river,,,แม่น้ำโยชิโนะ,요시노 강,sông Yoshino
1560,出羽三山神社,dewa sanzan shrine,,,ศาลเจ้าเดวะซันซัน,데와산잔 신사,điện thờ Dewa Sanzan
1561,みちのく公園,michinoku park,,,สวนมิจิโนะคุ,미치노쿠 공원,công viên Michinoku
1562,奥尻島,okushiri island,,,เกาะโอคุชิริ,오쿠시리 섬,đảo Okushiri
1563,礼文島,rebun island,,,เกาะเรบุน,레분 섬,đảo Rebun
1564,利尻島,rishiri island,,,เกาะริชิริ,리시리 섬,đảo Rishiri
1565,大雪山国立公園,daisetsuzan national park,,,อุทยานแห่งชาติไดเซ็ตสึซัง,다이세츠잔 국립공원,công viên quốc gia Daisetsuzan
1566,耶馬溪,yabakei gorge,,,ยาบะเค,야바 계곡,hẻm núi Yabakei
1567,登別温泉,noboribetsu onsen,,,โนโบริเบทสึออนเซ็น,노보리베츠 온천,Noboribetsu onsen
1568,乳頭温泉,nyuto onsen,乳頭溫泉,乳头温泉,นิวโทออนเซ็น,뉴토 온천,Nyuto onsen
1569,蔵王温泉,zao onsen,,,ซาโอะออนเซ็น,자오 온천,Zao onsen
1570,小野川温泉,onogawa onsen,,,โอโนะกาว่าออนเซ็น,오노가와 온천,Onogawa onsen
1571,奥鬼怒温泉,okukinu onsen,,,โอคุคินุออนเซ็น,오쿠키누 온천,Okukinu onsen
1572,万座温泉,manza onsen,,,มังสะออนเซ็น,만자 온천,Manza onsen
1573,白骨温泉,shirahone onsen,,,ชิราโฮเนะออนเซ็น,시라호네 온천,Shirahone onsen
1574,奥飛騨温泉,okuhida onsen,,,โอคุฮิดะออนเซ็น,오쿠히다 온천,Okuhida onsen
1575,雲の上温泉,kumo no ue onsen,,,คุโมะโนะอุเอะออนเซ็น,쿠모노우에 온천,Kumo no ue onsen
1576,まっかり温泉,makkari onsen,,,มัคคาริออนเซ็น,맛카리 온천,Makkari onsen
1577,水無海浜温泉,mizunashi kaihin onsen,,,มิสึนะชิไคฮินออนเซ็น,미즈나시 해변 온천,Mizunashi kaihin onsen
1578,コタン温泉,kotan onsen,,,โคตังออนเซ็น,코탄 온천,Kotan onsen
1579,天人峡温泉,tenninkyo onsen,,,เทนนินเคียวออนเซ็น,텐닌쿄 온천,Tenninkyo onsen
1580,養老牛温泉,yoroushi onsen,,,โยโรอุชิออนเซ็น,요로우시 온천,Yioushi onsen
1581,平磯温泉,hiraiso onsen,,,ฮิไรโซะออนเซ็น,히라이소 온천,Hiraiso onsen
1582,神の子池,kaminoko pond,,,บ่อน้ำคามิโนะโคะ,카미노코 연못,ao Kaminoko
1583,神威岬,cape kamui,,,แหลมคามุย,카무이 곶,mũi Kamui
1584,美瑛の丘,biei hills,,,เนินเขาบิเอ,비에이 언덕,đồi Biei
1585,東藻琴芝桜公園,higashimokoto shibazakura park,,,สวนชิบะซากุระฮิกาชิโมโคโตะ,히가시모코토 시바자쿠라 공원,công viên Higashimokoto Shigazakura
1586,阿寒国立公園,akan mashu national park,,,อุุทยานแห่งชาติอะคัง,아칸 국립공원,công viên quốc gia Akan Mashu
1587,オホーツク海,sea of okhotsk,,,ทะเลโอค็อตส์,오호츠크해,biển Okhotsk
1588,三国峠,mikune ridge,,,สันเขามิคุนิ,미쿠니 고개,sườn núi Mikune
1589,熊取湖,lake notoro,,,ทะเลสาบโนะโตโระ,노토로코 호수,hồ Notoro
1590,サッポロさとらんど,sapporo satoland,,,ซัปโปโรซาโตะแลนด์,삿포로 사토랜드,Sapporo Satoland
1591,さっぽろ羊ヶ丘展望台,hitsujigaoka observation hill,,,หอชมวิวซัปโปโรฮิสึจิกะโอกะ,히츠지가오카 전망대,đồi quan sát Hitujigaoka
1592,前田森林公園,maeda forest park,,,สวนมาเอดะชินริน,마에다 삼림공원,công viên rừng Maeda
1593,北海道開拓の村,historical village of hokkaido,,,หมู่บ้านประวัติศาสตร์ฮอกไกโด,홋카이도 개척마을,làng lịch sử Hokkaido
1594,札幌芸術の森,sapporo art park,,,อุทยานศิลปะซัปโปโร,삿포로 예술의 숲,công viên nghệ thuật Sapporo
1595,中島公園,nakajima park,,,สวนนาคาจิม่า,나카지마 공원,công viên Nakajima
1596,えこりん村,ecorin village,,,เอโคะรินมุระ,에코린무라,làng Ecorin
1597,新田神社,nitta shrine,,,ศาลเจ้านิตตะ,닛타 신사,điện thờ Nitta
1598,錦天満宮,nishiki tenmangu shrine,,,ศาลเจ้านิชิกิเทนมังกู,니시키텐만구,điện thờ Nishiki Tenmangu
1599,六角堂,rokkakudo temple,,,รคคาคุโด,롯카쿠도,đền Rokkakudo
1600,安井金毘羅宮,yasui konpira-gu shrine,,,ศาลเจ้ายาสุอิคงปิระกู,야스이 콘피라구,điện thờ Yasui Konpira-gu
1601,道祖神社,doso shrine,,,ศาลเจ้าโดโซะ,도소 신사,điện thờ Doso
1602,多賀大社,taga-taisha shrine,,,ศาลเจ้าทะกะไทฉะ,다가타이샤,điện thờ Taga-taisha
1603,西野神社,nishino shrine,,,ศาลเจ้านิชิโนะ,니시노 신사,điện thờ Nishino
1604,三皇熊野神社,sanko kumano shrine,,,ศาลเจ้าซันโคคุมะโนะ,산코 쿠마노 신사,điện thờ sanko kumano
1605,恋の水神社,koinomizu shrine,,,ศาลเจ้าโคอิโนะมิสึ,코이노미즈 신사,điện thờ Koinomizu
1606,城山八幡宮,shiroyama hachimangu shrine,,,ศาลเจ้าชิโรยามะฮาจิมังกู,시로야마 하치만구,điện thờ Shiroyama Hachimangu
1607,気多大社,keta taisha shrine,,,ศาลเจ้าเคตะไทฉะ,게타 타이샤,điện thờ Keta Taisha
1608,熊野速玉大社,kumano hayatama taisha shrine,,,ศาลเจ้าคุมะโนะฮายาทามะไทฉะ,쿠마노하야타마 타이샤,điện thờ Kumano Hayatama Taisha
1609,竈門神社,koinoki shrine,,,ศาลเจ้าคามะโด,카마도 신사,điện thờ Koinoki
1610,白兎神社,hakuto shrine,,,ศาลเจ้าฮาคุโต,하쿠토 신사,điện thờ Hakuto
1611,八重垣神社,yaegaki shrine,,,ศาลเจ้ายาเอะกะคิ,야에가키 신사,điện thờ Yaegaki
1612,佐渡島,sado island,,,เกาะซะโดะชิม่า,사도시마,đảo Sado
1613,真鍋島,manabeshima island,,,เกาะมะนาเบะชิม่า,마나베 섬,đảo Manabeshima
1614,新島,nijima island,,,เกาะนีจิม่า,니지마,đảo Nijima
1615,角島,tsunoshima island,,,เกาะสึโนะชิม่า,츠노 섬,đảo Tsunoshima
1616,神島,kamishima island,,,เกาะคามิชิม่า,카미시마,đảo Kamishima
1617,竹生島,chikubu island,,,เกาะชิคุบุชิม่า,치쿠부 섬,đảo Chikubu
1618,大通公園,odori park,大通公園,大通公园,สวนสาธารณะโอโดริ,오도리 공원,công viên Odori
1619,二条市場,nijo market,,,ตลาดนิโจ,니죠 시장,chợ Nijo
1620,新世界,shinsekai,,,ชินเซไค,신세카이,Shinsekai
1621,中之島公園,nakanoshima park,,,สวนนากาโนะชิมะ,나카노시마 공원,công viên Nakanoshima
1622,黒門市場,kuromon ichiba market,,,ตลาดคุโรมง,쿠로몬 시장,thị trường Kuromon ichiba
1623,紀州東照宮,kishu toshogu shrine,,,ศาลเจ้าคิชุโทโชกู,기슈 도쇼구,điện thờ Kishu Toshogu
1624,和歌浦天満宮,wakaura tenmangu shrine,,,ศาลเจ้าวาคาโนอุระเทนมังกู,와카우라 텐만구,điện thờ Wakaura Tenmangu
1625,紀三井寺,kimii-dera temple,,,วัดคิมิอิเดระ,키미이데라,đền Kimii-dera
1626,那智の見晴台,,,,หอคอยนาจิ,나치 미하라시다이,
1627,長保寺,chohoij temple,,,วัดโชโฮจิ,쵸호지,đền Chohoij
1628,善福院,zenpukuin temple,,,วัดเซ็นปุคุอิน,젠푸쿠인,đền Zenpukuin
1629,金剛峯寺,kongobuji temple,,,วัดคงโกบุอิน,콘고부지,đền Kongobuji
1630,根来寺,negoroji temple,,,วัดเนะโคโระ,네고로지,đền Negoroji
1631,木曽村,kiso,,,หมู่บ้านคิโซะ,기소 촌,Kiso
1632,北塩原村,kitashiobara,,,หมู่บ้านคิตะชิโอะบาระ,키타시오바라무라,Kitashiobara
1633,六合村,kuni,,,หมู่บ้านคุนิ,구니 촌,Kuni
1634,南小国町,minamioguni,,,มินามิโอกุนิ,미나미오구니 정,Minamioguni
1635,高原町,takaharu,,,ทาคาฮารุ,타카하라쵸,Takaharu
1636,綾町,aya,,,อายะ,아야쵸,Aya
1637,十津川村,totsukawa,,,หมู่บ้านโทสึคาวะ,토츠카와무라,Totsukawa
1638,吉野町,yoshino,,,โยชิโนะ,요시노쵸,Yoshino
1639,東成瀬村,higashinaruse,,,หมู่บ้านฮิกาชินารุเสะ,히가시나루세 촌,Higashinaruse
1640,岐阜城,gifu castle,,,ปราสาทกิฟุ,기후 성,lâu đài Gifu
1641,関ヶ原古戦場跡,sekigahara battlefield,,,ทุ่งสนามรบเซกิกาฮาระ,세키가하라 전쟁터,chiến trường Sekigahara
1642,根尾谷断層,neodani fault,,,รอยเลื่อนเนะโอดานิ,네오다니 단층,điểm đứt gãy Neodani
1643,墨俣城,sunomata castle,,,ปราสาทซุโนะมาตะ,스노마타 성,lâu đài Sunomata
1644,養老公園,yoro park,,,สวนโยโร,요로 공원,công viên Yoro
1645,大垣城,ogaki castle,,,ปราสาทโอกาคิ,오가키 성,lâu đài Ogaki
1646,郡上八幡城,gujo hachiman castle,,,ปราสาทกุโจฮาจิมัง,구조 하치만 성,lâu đài Gujo Hachiman
1647,永保寺,eiho-ji temple,,,วัดเอโฮจิ,에이호지,đền Eiho-ji
1648,岩村城,iwamura castle,,,ปราสาทอิวะมุระ,이와무라 성,lâu đài Iwamura
1649,安国寺,ankokuji temple,,,วัดอังโคคุจิ,안코쿠지,đền Ankokuji
1650,南宮大社,nangu taisha shrine,,,วัดนันกูไทฉะ,난구타이샤,điện thờ Nangu Taisha
1651,鹿苑寺,rokuon-ji temple,,,วัดโรคุอง,로쿠온지,đền Rokuon-ji
1652,護国之寺,gokokushi-ji temple,,,วัดโกะโคคุชิ,고코쿠시지,đền Gokokushi-ji
1653,新長谷寺,shinhase-dera temple,,,วัดชินโจโคคุ,신하세데라,đền Shinhase-dera
1654,下呂温泉,gero onsen,,,เกโระออนเซ็น,게로 온천,Gero onsen
1655,上野城,ueno castle,,,ปราสาทอุเอโนะ,우에노 성,lâu đài Ueno
1656,津城,tsu castle,,,ปราสาทสึโจ,츠죠,lâu đài Tsu
1657,松阪城跡,matsusaka castle,,,ร่องรอยปราสาทมัตสึซากะ,마츠사카 성터,lâu đài Matsusaka
1658,桑名宗社,kuwana sosha,,,ศาลเจ้าคุวานะโซฉะ,쿠와나 종사,Kuwana Sosha
1659,椿大神社,tsubaki grand shrine,,,ศาลเจ้าสึบากิ,츠바키 오카미야시로,điện thờ lớn Tsubaki
